"","X","Id","MSSubClass","MSZoning","LotFrontage","LotArea","Street","Alley","LotShape","LandContour","Utilities","LotConfig","LandSlope","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","Heating","HeatingQC","CentralAir","Electrical","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","FireplaceQu","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","PoolQC","Fence","MiscFeature","MiscVal","MoSold","YrSold","SaleType","SaleCondition","SalePrice"
"1132",1132,1199,"Class_20","RL",70,9100,"Pave","NoAlleyAccess","Reg","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story",7,5,2001,2001,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,1212,1212,"GasA","Ex","Y","SBrkr",1212,0,0,1212,0,0,2,0,3,1,"Gd",6,"Typ",0,"NoFireplace","Attchd",2001,"RFn",2,573,"TA","TA","Y",356,0,0,0,0,0,"NoPool","NoFence","None",0,6,2009,"WD","Normal",178000
"1133",1133,1200,"Class_20","RL",75,11235,"Pave","NoAlleyAccess","Reg","Lvl","AllPub","Inside","Gtl","Sawyer","Norm","Norm","1Fam","1Story",4,5,1963,1979,"Gable","CompShg","HdBoard","HdBoard","BrkFace",51,"TA","TA","CBlock","TA","TA","No","Rec",547,"Unf",0,504,1051,"GasA","Gd","Y","SBrkr",1382,0,0,1382,0,0,1,1,3,1,"TA",6,"Typ",1,"Po","Attchd",1974,"Unf",2,459,"TA","TA","Y",0,82,0,0,0,0,"NoPool","NoFence","None",0,10,2006,"WD","Normal",148000
"1134",1134,1201,"Class_20","RL",71,9353,"Pave","NoAlleyAccess","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",4,5,1970,1970,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,864,864,"GasA","Gd","Y","SBrkr",864,0,0,864,0,0,1,0,3,1,"TA",5,"Typ",0,"NoFireplace","Attchd",1972,"Unf",1,280,"TA","TA","Y",0,0,0,0,0,0,"NoPool","NoFence","Shed",0,7,2006,"Oth","Abnorml",116050
"1135",1135,1202,"Class_60","RL",80,10400,"Pave","NoAlleyAccess","Reg","Lvl","AllPub","Corner","Gtl","CollgCr","Norm","Norm","1Fam","2Story",7,5,1998,1998,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","PConc","Gd","TA","Av","Unf",0,"Unf",0,866,866,"GasA","Ex","Y","SBrkr",866,913,0,1779,0,0,2,1,3,1,"Gd",6,"Typ",0,"NoFireplace","Attchd",1998,"RFn",2,546,"TA","TA","Y",198,36,0,0,0,0,"NoPool","NoFence","None",0,3,2009,"WD","Normal",197900
"1136",1136,1203,"Class_50","RM",50,6000,"Pave","NoAlleyAccess","Reg","Lvl","AllPub","Corner","Gtl","BrkSide","Norm","Norm","1Fam","1.5Fin",5,8,1925,1997,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","BrkTil","TA","TA","No","Unf",0,"Unf",0,884,884,"GasA","Ex","Y","SBrkr",884,464,0,1348,1,0,1,0,3,1,"TA",5,"Typ",1,"Fa","Detchd",1960,"Unf",1,216,"TA","TA","N",0,0,208,0,0,0,"NoPool","NoFence","None",0,5,2009,"WD","Normal",117000
"1137",1137,1204,"Class_20","RL",75,9750,"Pave","NoAlleyAccess","Reg","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story",7,5,2000,2001,"Gable","CompShg","VinylSd","VinylSd","BrkFace",171,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,1630,1630,"GasA","Ex","Y","SBrkr",1630,0,0,1630,0,0,2,0,3,1,"Gd",6,"Typ",1,"TA","Attchd",2000,"Unf",2,451,"TA","TA","Y",74,234,0,0,0,0,"NoPool","NoFence","None",0,10,2009,"WD","Normal",213000
"1138",1138,1205,"Class_20","RL",78,10140,"Pave","NoAlleyAccess","Reg","Lvl","AllPub","Inside","Gtl","NWAmes","Norm","Norm","1Fam","1Story",5,6,1975,1975,"Gable","CompShg","HdBoard","HdBoard","None",0,"TA","TA","CBlock","Gd","TA","No","ALQ",788,"Unf",0,268,1056,"GasA","Ex","Y","SBrkr",1074,0,0,1074,1,0,1,1,3,1,"TA",6,"Typ",0,"NoFireplace","Attchd",1975,"RFn",2,495,"TA","TA","Y",0,88,0,0,0,0,"NoPool","MnPrv","None",0,7,2006,"WD","Normal",153500
"1139",1139,1206,"Class_20","RL",90,14684,"Pave","NoAlleyAccess","IR1","Lvl","AllPub","CulDSac","Gtl","SawyerW","Norm","Norm","1Fam","1Story",7,7,1990,1991,"Hip","CompShg","HdBoard","HdBoard","BrkFace",234,"Gd","TA","CBlock","Gd","TA","Mn","ALQ",485,"BLQ",177,1496,2158,"GasA","Gd","Y","SBrkr",2196,0,0,2196,0,0,2,0,3,1,"Gd",7,"Typ",1,"TA","Attchd",1990,"RFn",3,701,"TA","TA","Y",84,70,0,0,0,0,"NoPool","NoFence","None",0,6,2009,"WD","Normal",271900
"1140",1140,1207,"Class_20","RH",69,8900,"Pave","NoAlleyAccess","Reg","Lvl","AllPub","Inside","Gtl","SawyerW","Norm","Norm","1Fam","1Story",4,4,1966,1966,"Gable","CompShg","HdBoard","HdBoard","None",0,"TA","TA","CBlock","TA","TA","No","Rec",1056,"Unf",0,0,1056,"GasA","TA","Y","SBrkr",1056,0,0,1056,1,0,1,0,2,1,"TA",5,"Typ",0,"NoFireplace","Detchd",1966,"Unf",1,384,"TA","TA","Y",0,42,0,0,0,0,"NoPool","MnPrv","None",0,11,2006,"WD","Normal",107000
"1141",1141,1208,"Class_20","RL",70,9135,"Pave","NoAlleyAccess","Reg","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story",6,5,2003,2003,"Gable","CompShg","VinylSd","VinylSd","BrkFace",120,"Gd","TA","PConc","Gd","TA","Av","GLQ",340,"Unf",0,1342,1682,"GasA","Ex","Y","SBrkr",1700,0,0,1700,1,0,2,0,3,1,"Gd",7,"Typ",0,"NoFireplace","Attchd",2003,"RFn",2,544,"TA","TA","Y",192,23,0,0,0,0,"NoPool","NoFence","None",0,5,2006,"WD","Normal",200000
"1142",1142,1209,"Class_20","RL",70,7763,"Pave","NoAlleyAccess","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,7,1962,1980,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","Gd","CBlock","TA","TA","No","Rec",504,"BLQ",108,319,931,"GasA","TA","Y","SBrkr",1283,0,0,1283,1,0,1,0,3,1,"TA",6,"Typ",0,"NoFireplace","Detchd",1980,"Unf",2,506,"TA","TA","Y",0,0,0,0,0,0,"NoPool","NoFence","None",0,10,2008,"WD","Normal",140000
"1143",1143,1210,"Class_20","RL",85,10182,"Pave","NoAlleyAccess","IR1","Lvl","AllPub","CulDSac","Gtl","Somerst","RRNn","Norm","1Fam","1Story",8,5,2006,2006,"Hip","CompShg","VinylSd","VinylSd","Stone",420,"Gd","TA","PConc","Ex","TA","Mn","GLQ",1220,"Unf",0,440,1660,"GasA","Ex","Y","SBrkr",1660,0,0,1660,1,0,2,0,3,1,"Gd",8,"Typ",1,"Gd","Attchd",2006,"RFn",2,500,"TA","TA","Y",322,50,0,0,0,0,"NoPool","NoFence","None",0,5,2006,"New","Partial",290000
"1144",1144,1211,"Class_60","RL",70,11218,"Pave","NoAlleyAccess","Reg","Lvl","AllPub","Inside","Gtl","SawyerW","Norm","Norm","1Fam","2Story",6,5,1992,1992,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,1055,1055,"GasA","Ex","Y","SBrkr",1055,790,0,1845,0,0,2,1,3,1,"Gd",8,"Typ",1,"TA","Attchd",1992,"RFn",2,462,"TA","TA","Y",635,104,0,0,0,0,"NoPool","GdPrv","Shed",400,5,2010,"WD","Normal",189000
"1145",1145,1212,"Class_50","RL",152,12134,"Pave","NoAlleyAccess","IR1","Bnk","AllPub","Inside","Mod","Gilbert","Norm","Norm","1Fam","1.5Fin",8,7,1988,2005,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"Gd","TA","Wood","Gd","TA","Av","GLQ",427,"Unf",0,132,559,"GasA","Gd","Y","SBrkr",1080,672,0,1752,0,0,2,0,4,1,"TA",8,"Typ",0,"NoFireplace","Basment",1988,"RFn",2,492,"TA","TA","Y",325,12,0,0,0,0,"NoPool","NoFence","None",0,6,2010,"WD","Normal",164000
"1146",1146,1213,"Class_30","RL",50,9340,"Pave","NoAlleyAccess","Reg","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Norm","1Fam","1Story",4,6,1941,1950,"Hip","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","No","Rec",344,"Unf",0,328,672,"GasA","TA","Y","SBrkr",672,0,0,672,1,0,1,0,2,1,"TA",4,"Typ",0,"NoFireplace","Attchd",1941,"Unf",1,234,"TA","TA","N",0,113,0,0,0,0,"NoPool","NoFence","None",0,8,2009,"WD","Normal",113000
"1147",1147,1214,"Class_80","RL",69,10246,"Pave","NoAlleyAccess","IR1","Lvl","AllPub","CulDSac","Gtl","Sawyer","Norm","Norm","1Fam","SLvl",4,9,1965,2001,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","Gd","CBlock","TA","Gd","Av","GLQ",648,"Unf",0,0,648,"GasA","Ex","Y","SBrkr",960,0,0,960,1,1,0,0,0,1,"TA",3,"Typ",0,"NoFireplace","Attchd",1965,"Unf",1,364,"TA","TA","Y",88,0,0,0,0,0,"NoPool","NoFence","None",0,5,2006,"WD","Normal",145000
"1148",1148,1215,"Class_85","RL",69,10205,"Pave","NoAlleyAccess","IR1","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","SFoyer",5,5,1962,1962,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","Av","BLQ",784,"Unf",0,141,925,"GasA","TA","Y","SBrkr",999,0,0,999,1,0,1,0,3,1,"TA",6,"Typ",0,"NoFireplace","Attchd",1962,"Unf",1,300,"TA","TA","Y",150,72,0,0,0,0,"NoPool","NoFence","None",0,5,2006,"WD","Normal",134500
"1149",1149,1216,"Class_20","RL",99,7094,"Pave","NoAlleyAccess","IR1","Lvl","AllPub","Inside","Gtl","Sawyer","Norm","Norm","1Fam","1Story",5,5,1966,1966,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","CBlock","TA","TA","No","Rec",180,"LwQ",374,340,894,"GasA","TA","Y","SBrkr",894,0,0,894,0,0,1,0,3,1,"TA",5,"Typ",0,"NoFireplace","Detchd",1966,"RFn",1,384,"TA","TA","Y",0,0,0,0,0,0,"NoPool","MnPrv","None",0,5,2007,"WD","Normal",125000
"1150",1150,1217,"Class_90","RM",68,8930,"Pave","NoAlleyAccess","Reg","Lvl","AllPub","Inside","Gtl","Sawyer","RRAe","Norm","Duplex","1.5Fin",6,5,1978,1978,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","Slab","NoBasement","NoBasement","NoBasement","NoBasement",0,"NoBasement",0,0,0,"GasA","TA","Y","SBrkr",1318,584,0,1902,0,0,2,0,4,2,"TA",8,"Typ",0,"NoFireplace","Attchd",1978,"Unf",2,539,"TA","TA","Y",0,0,0,0,0,0,"NoPool","NoFence","None",0,4,2010,"WD","Normal",112000
"1151",1151,1218,"Class_20","FV",72,8640,"Pave","NoAlleyAccess","Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","1Fam","1Story",8,5,2009,2009,"Gable","CompShg","CemntBd","CmentBd","Stone",72,"Gd","TA","PConc","Gd","TA","Mn","GLQ",936,"Unf",0,364,1300,"GasA","Ex","Y","SBrkr",1314,0,0,1314,1,0,2,0,3,1,"Gd",6,"Typ",0,"NoFireplace","Attchd",2009,"RFn",2,552,"TA","TA","Y",135,112,0,0,0,0,"NoPool","NoFence","None",0,9,2009,"New","Partial",229456
"1152",1152,1221,"Class_20","RL",66,7800,"Pave","NoAlleyAccess","IR1","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,5,1964,1964,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","No","Rec",312,"LwQ",600,0,912,"GasA","TA","Y","SBrkr",912,0,0,912,0,0,1,0,2,1,"TA",5,"Typ",0,"NoFireplace","Attchd",1964,"Unf",1,288,"TA","TA","Y",0,0,0,0,0,0,"NoPool","NoFence","None",0,11,2006,"WD","Abnorml",115000
"1153",1153,1222,"Class_20","RL",55,8250,"Pave","NoAlleyAccess","Reg","Lvl","AllPub","Inside","Gtl","Sawyer","Feedr","Norm","1Fam","1Story",5,5,1968,1968,"Hip","CompShg","HdBoard","HdBoard","None",0,"TA","TA","CBlock","TA","TA","No","BLQ",250,"LwQ",492,210,952,"GasA","Ex","Y","SBrkr",1211,0,0,1211,0,0,1,0,3,1,"TA",5,"Typ",1,"TA","Attchd",1968,"Unf",1,322,"TA","TA","Y",0,63,0,0,0,0,"NoPool","NoFence","None",0,8,2008,"WD","Normal",134000
"1154",1154,1223,"Class_50","RL",78,10496,"Pave","NoAlleyAccess","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Artery","Norm","1Fam","1.5Fin",6,6,1949,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","BrkFace",320,"TA","TA","CBlock","TA","TA","Mn","Rec",196,"Unf",0,844,1040,"GasA","Ex","Y","SBrkr",1168,678,0,1846,0,0,2,0,3,1,"TA",7,"Typ",1,"Gd","Attchd",1949,"Unf",1,315,"TA","TA","Y",0,0,0,0,0,0,"NoPool","GdWo","None",0,1,2007,"WD","Normal",143000
"1156",1156,1225,"Class_60","RL",60,15384,"Pave","NoAlleyAccess","IR1","Lvl","AllPub","Inside","Gtl","Gilbert","RRAn","Norm","1Fam","2Story",7,5,2004,2005,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","Av","GLQ",724,"Unf",0,64,788,"GasA","Ex","Y","SBrkr",788,702,0,1490,1,0,2,1,3,1,"Gd",8,"Typ",1,"Gd","Attchd",2004,"Fin",2,388,"TA","TA","Y",100,75,0,0,0,0,"NoPool","NoFence","None",0,2,2008,"WD","Normal",184000
"1157",1157,1226,"Class_80","RL",65,10482,"Pave","NoAlleyAccess","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","SLvl",6,8,1958,1958,"Hip","CompShg","VinylSd","VinylSd","BrkFace",63,"TA","Gd","CBlock","TA","TA","Av","GLQ",507,"Unf",0,81,588,"GasA","Ex","Y","SBrkr",1138,0,0,1138,0,1,1,0,3,1,"TA",6,"Typ",0,"NoFireplace","Attchd",1958,"RFn",1,264,"TA","TA","Y",224,0,0,0,0,0,"NoPool","MnWw","None",0,6,2007,"WD","Normal",145000
"1158",1158,1227,"Class_60","RL",86,14598,"Pave","NoAlleyAccess","IR1","Lvl","AllPub","CulDSac","Gtl","Somerst","Feedr","Norm","1Fam","2Story",6,5,2007,2007,"Gable","CompShg","VinylSd","VinylSd","Stone",74,"Gd","TA","PConc","Gd","TA","Mn","Unf",0,"Unf",0,894,894,"GasA","Ex","Y","SBrkr",894,1039,0,1933,0,0,2,1,4,1,"Gd",9,"Typ",1,"Gd","BuiltIn",2007,"Fin",3,668,"TA","TA","Y",100,18,0,0,0,0,"NoPool","NoFence","None",0,1,2008,"WD","Normal",214000
"1159",1159,1228,"Class_20","RL",72,8872,"Pave","NoAlleyAccess","Reg","Lvl","AllPub","Corner","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,8,1965,2008,"Gable","CompShg","VinylSd","VinylSd","BrkFace",300,"TA","TA","CBlock","TA","TA","No","ALQ",595,"Unf",0,317,912,"GasA","Ex","Y","SBrkr",912,0,0,912,1,0,1,0,2,1,"Gd",5,"Typ",0,"NoFireplace","Detchd",1992,"Unf",2,576,"TA","TA","Y",0,240,0,0,0,0,"NoPool","NoFence","None",0,12,2008,"WD","Normal",147000
"1161",1161,1230,"Class_80","RL",70,7910,"Pave","NoAlleyAccess","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","SLvl",5,5,1960,1960,"Hip","CompShg","BrkFace","HdBoard","None",0,"TA","TA","CBlock","TA","TA","No","ALQ",666,"Unf",0,409,1075,"GasA","Gd","Y","SBrkr",1507,0,0,1507,0,0,2,0,4,1,"TA",7,"Maj1",0,"NoFireplace","Basment",1960,"Unf",1,404,"TA","TA","Y",0,0,0,0,0,0,"NoPool","GdWo","None",0,8,2008,"WD","Normal",127000
"1163",1163,1232,"Class_90","RL",70,7728,"Pave","NoAlleyAccess","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","Duplex","SLvl",5,6,1962,1962,"Hip","CompShg","Wd Sdng","Wd Sdng","BrkFace",120,"TA","TA","CBlock","TA","TA","Av","ALQ",803,"Unf",0,303,1106,"GasA","TA","Y","SBrkr",1190,0,0,1190,1,0,1,0,3,1,"TA",6,"Typ",0,"NoFireplace","Attchd",1962,"Unf",2,540,"TA","TA","Y",0,18,0,0,0,0,"NoPool","GdWo","None",0,5,2006,"WD","Normal",132500
"1164",1164,1233,"Class_90","RL",70,9842,"Pave","NoAlleyAccess","Reg","Lvl","AllPub","FR2","Gtl","NAmes","Norm","Norm","Duplex","1Story",4,5,1962,1962,"Gable","CompShg","HdBoard","HdBoard","None",0,"TA","TA","Slab","NoBasement","NoBasement","NoBasement","NoBasement",0,"NoBasement",0,0,0,"GasA","TA","Y","SBrkr",1224,0,0,1224,0,0,2,0,2,2,"TA",6,"Typ",0,"NoFireplace","CarPort",1962,"Unf",2,462,"TA","TA","Y",0,0,0,0,0,0,"NoPool","NoFence","None",0,3,2007,"WD","Normal",101800
"1165",1165,1234,"Class_20","RL",69,12160,"Pave","NoAlleyAccess","IR1","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,5,1959,1959,"Hip","CompShg","Plywood","Plywood","BrkFace",180,"TA","TA","CBlock","TA","TA","No","Rec",1000,"Unf",0,188,1188,"GasA","Fa","Y","SBrkr",1188,0,0,1188,1,0,1,0,3,1,"TA",6,"Typ",0,"NoFireplace","Attchd",1959,"RFn",2,531,"TA","TA","Y",0,0,0,0,0,0,"NoPool","MnPrv","None",0,5,2010,"COD","Abnorml",142000
"1167",1167,1237,"Class_160","RL",36,2628,"Pave","NoAlleyAccess","Reg","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","Twnhs","2Story",7,5,2003,2003,"Gable","CompShg","VinylSd","Wd Shng","Stone",106,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,764,764,"GasA","Ex","Y","SBrkr",764,862,0,1626,0,0,2,1,2,1,"Gd",6,"Typ",0,"NoFireplace","BuiltIn",2003,"RFn",2,474,"TA","TA","Y",0,27,0,0,0,0,"NoPool","NoFence","None",0,6,2010,"WD","Normal",175500
"1168",1168,1238,"Class_60","RL",41,12393,"Pave","NoAlleyAccess","IR2","Lvl","AllPub","FR2","Gtl","CollgCr","Norm","Norm","1Fam","2Story",7,5,2004,2005,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,847,847,"GasA","Ex","Y","SBrkr",847,1101,0,1948,0,0,2,1,4,1,"Gd",8,"Typ",1,"Gd","BuiltIn",2004,"Fin",2,434,"TA","TA","Y",100,48,0,0,0,0,"NoPool","NoFence","None",0,9,2006,"WD","Normal",195000
"1169",1169,1239,"Class_20","RL",63,13072,"Pave","NoAlleyAccess","Reg","Lvl","AllPub","Inside","Gtl","SawyerW","RRAe","Norm","1Fam","1Story",6,5,2005,2005,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,1141,1141,"GasA","Ex","Y","SBrkr",1141,0,0,1141,0,0,1,1,3,1,"TA",6,"Typ",0,"NoFireplace","Detchd",2005,"Unf",2,484,"TA","TA","Y",0,0,0,0,0,0,"NoPool","NoFence","None",0,3,2006,"WD","Abnorml",142500
"1170",1170,1240,"Class_20","RL",64,9037,"Pave","NoAlleyAccess","IR1","HLS","AllPub","Inside","Gtl","Timber","Norm","Norm","1Fam","1Story",8,5,2006,2006,"Hip","CompShg","VinylSd","VinylSd","BrkFace",32,"Gd","TA","PConc","Gd","TA","Av","GLQ",428,"Unf",0,1048,1476,"GasA","Ex","Y","SBrkr",1484,0,0,1484,0,0,2,0,2,1,"Ex",6,"Typ",1,"Gd","Attchd",2006,"RFn",2,472,"TA","TA","Y",120,33,0,0,0,0,"NoPool","NoFence","None",0,12,2007,"WD","Normal",265900
"1171",1171,1241,"Class_60","RL",65,8158,"Pave","NoAlleyAccess","Reg","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","2Story",7,5,2003,2003,"Gable","CompShg","VinylSd","VinylSd","BrkFace",252,"Gd","TA","PConc","Gd","TA","No","GLQ",550,"Unf",0,334,884,"GasA","Ex","Y","SBrkr",884,884,0,1768,1,0,2,1,3,1,"Gd",8,"Typ",0,"NoFireplace","Attchd",2003,"RFn",2,543,"TA","TA","Y",0,63,0,0,0,0,"NoPool","NoFence","None",0,7,2008,"WD","Normal",224900
"1172",1172,1242,"Class_20","RL",83,9849,"Pave","NoAlleyAccess","Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","1Fam","1Story",7,6,2007,2007,"Hip","CompShg","VinylSd","VinylSd","Stone",0,"Gd","TA","PConc","Gd","TA","Av","Unf",0,"Unf",0,1689,1689,"GasA","Ex","Y","SBrkr",1689,0,0,1689,0,0,2,0,3,1,"Gd",7,"Typ",0,"NoFireplace","Attchd",2007,"RFn",3,954,"TA","TA","Y",0,56,0,0,0,0,"NoPool","NoFence","None",0,6,2007,"New","Partial",248328
"1173",1173,1243,"Class_85","RL",85,10625,"Pave","NoAlleyAccess","Reg","Lvl","AllPub","Inside","Gtl","NWAmes","Norm","Norm","1Fam","SFoyer",7,6,1974,1974,"Gable","CompShg","Plywood","Plywood","BrkFace",81,"TA","TA","CBlock","Gd","TA","Gd","GLQ",885,"LwQ",168,0,1053,"GasA","TA","Y","SBrkr",1173,0,0,1173,1,0,2,0,3,1,"Gd",6,"Typ",2,"TA","Attchd",1974,"RFn",2,528,"TA","TA","Y",0,120,0,0,0,0,"NoPool","MnPrv","None",0,1,2010,"WD","Family",170000
"1175",1175,1245,"Class_70","RL",69,11435,"Pave","NoAlleyAccess","IR1","HLS","AllPub","Corner","Mod","Crawfor","Norm","Norm","1Fam","2Story",8,7,1929,1950,"Gable","CompShg","BrkFace","Stucco","None",0,"TA","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,792,792,"GasA","Fa","Y","SBrkr",792,725,0,1517,0,0,1,0,3,1,"Gd",7,"Typ",2,"Gd","Detchd",1931,"Unf",2,400,"TA","TA","Y",0,0,0,0,0,0,"NoPool","NoFence","None",0,6,2006,"WD","Normal",230000
"1176",1176,1246,"Class_80","RL",78,12090,"Pave","NoAlleyAccess","Reg","Lvl","AllPub","Inside","Gtl","NWAmes","Norm","Norm","1Fam","SLvl",6,7,1984,2003,"Hip","CompShg","VinylSd","VinylSd","BrkFace",74,"TA","TA","CBlock","Gd","TA","No","Unf",0,"Unf",0,585,585,"GasA","Ex","Y","SBrkr",1140,728,0,1868,0,0,3,1,3,1,"TA",7,"Typ",1,"TA","BuiltIn",1984,"Fin",2,477,"TA","TA","Y",268,112,0,0,147,0,"NoPool","NoFence","None",0,1,2007,"WD","Abnorml",178000
"1177",1177,1247,"Class_60","FV",65,8125,"Pave","NoAlleyAccess","Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","1Fam","2Story",7,5,2005,2006,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,756,756,"GasA","Ex","Y","SBrkr",756,797,0,1553,0,0,2,1,3,1,"Gd",6,"Typ",0,"NoFireplace","Attchd",2005,"RFn",2,615,"TA","TA","Y",0,45,0,0,0,0,"NoPool","NoFence","None",0,3,2006,"New","Partial",186500
"1178",1178,1248,"Class_80","RL",69,12328,"Pave","NoAlleyAccess","IR1","Lvl","AllPub","Inside","Gtl","Mitchel","Norm","Norm","1Fam","SLvl",6,5,1976,1976,"Gable","CompShg","HdBoard","HdBoard","BrkFace",335,"TA","TA","CBlock","TA","TA","Av","GLQ",539,"Unf",0,473,1012,"GasA","TA","Y","SBrkr",1034,0,0,1034,1,0,1,0,3,1,"TA",6,"Typ",0,"NoFireplace","Attchd",1976,"Unf",3,888,"TA","TA","Y",0,0,0,0,0,0,"NoPool","NoFence","None",0,5,2010,"WD","Normal",169900
"1179",1179,1249,"Class_75","RM",60,9600,"Pave","Grvl","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","2.5Unf",6,5,1917,1950,"Gable","CompShg","AsbShng","AsbShng","None",0,"TA","TA","BrkTil","Gd","TA","No","Rec",319,"Unf",0,416,735,"OthW","Fa","N","SBrkr",1134,924,0,2058,0,0,1,1,3,1,"TA",8,"Typ",1,"Gd","Detchd",1950,"Unf",2,396,"Fa","Fa","P",0,0,259,0,0,0,"NoPool","NoFence","None",0,4,2008,"WD","Normal",129500
"1180",1180,1250,"Class_20","RL",60,7200,"Pave","NoAlleyAccess","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,7,1950,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","No","BLQ",534,"Rec",96,246,876,"GasA","TA","Y","SBrkr",988,0,0,988,0,0,1,0,3,1,"TA",6,"Typ",0,"NoFireplace","Attchd",1950,"Unf",1,276,"TA","TA","Y",0,80,0,0,0,0,"NoPool","NoFence","None",0,5,2007,"WD","Normal",119000
"1181",1181,1251,"Class_20","RL",93,11160,"Pave","NoAlleyAccess","Reg","Lvl","AllPub","Corner","Gtl","NAmes","Norm","Norm","1Fam","1Story",7,5,1968,1968,"Hip","CompShg","BrkFace","BrkFace","None",0,"Gd","TA","CBlock","TA","TA","No","ALQ",1065,"Unf",0,1045,2110,"GasA","Ex","Y","SBrkr",2110,0,0,2110,1,0,2,1,3,1,"Ex",8,"Typ",2,"TA","Attchd",1968,"Fin",2,522,"TA","TA","Y",0,0,0,0,0,0,"NoPool","NoFence","None",0,4,2010,"WD","Normal",244000
